Deployment.Location.ID,month,lepus_detections,ursus_detections,odocoileus_detections,canis_detections,lynx_detections,martes_detections,marmota_detections,rare_detections,effort,Latitude,Longitude,Park,Trail,Height,d.Trail,elevation,water_dist_m,mean_ndvi,recreation_site_month,Year,recreation_rate_site,canopy_cover,start_date,end_date,recreation_park_month,recreation_rate_park_month,year_effort,recreation_rate_park_year,recreation_park_year,dist_to_trail,rec_year_100,rec_month_100,rec_site_100,log_effort
GARI02,29,5,0,1,0,0,0,0,0,28,49.9495,-123.055,GARI,On trail,1.26,5,1615,246.6083733,0.659766667,361,2022,12.89285714,87.46,2022-06-29,2022-07-26,29285,49.80442177,2303,36.80937907,84772,0,3680.937907,4980.442177,1289.285714,3.36729583
GARI05,15,7,0,0,0,0,0,0,0,28,49.9513,-123.072,GARI,On trail,0.86,4,1520,1180.431455,0.56275,336,2021,12,31.18,2021-06-02,2021-06-29,11702,19.90136054,3599,32.08446791,115472,0,3208.446791,1990.136054,1200,3.36729583
GARI12,9,1,0,0,0,0,0,0,0,28,49.9506,-123.097,GARI,On trail,0.7,5,1070,2840.491452,0.104133333,295,2020,10.53571429,93.54,2020-12-16,2021-01-12,296,0.605316973,1525,39.11016393,59643,0,3911.016393,60.5316973,1053.571429,3.36729583
GARI12,10,0,0,0,0,0,0,0,0,28,49.9506,-123.097,GARI,On trail,0.7,5,1070,2840.491452,0.104133333,295,2020,10.53571429,93.54,2020-12-16,2021-01-12,296,0.605316973,NA,39.11016393,59643,0,3911.016393,60.5316973,1053.571429,3.36729583
GARI12,11,0,0,0,0,0,0,0,0,28,49.9506,-123.097,GARI,On trail,0.7,5,1070,2840.491452,0.104133333,295,2020,10.53571429,93.54,2020-12-16,2021-01-12,296,0.605316973,NA,39.11016393,59643,0,3911.016393,60.5316973,1053.571429,3.36729583
GARI12,12,0,0,0,0,0,0,0,0,28,49.9506,-123.097,GARI,On trail,0.7,5,1070,2840.491452,0.104133333,295,2020,10.53571429,93.54,2020-12-16,2021-01-12,296,0.605316973,NA,39.11016393,59643,0,3911.016393,60.5316973,1053.571429,3.36729583
GARI12,13,0,0,0,0,0,0,0,0,11,49.9506,-123.097,GARI,On trail,0.7,5,1070,2840.491452,0.104133333,295,2020,10.53571429,93.54,2020-12-16,2021-01-12,296,0.605316973,NA,39.11016393,59643,0,3911.016393,60.5316973,1053.571429,2.48490665
JOFF03,5,10,1,1,0,0,0,0,0,28,50.3688,-122.499,JOFF,On trail,0.74,3.21,1229,2110.26608,0.76075,288,2020,10.28571429,88.25,2020-08-26,2020-09-22,555,1.165966387,1448,1.133977901,1642,0,113.3977901,116.5966387,1028.571429,3.36729583
JOFF06,15,2,0,1,0,0,0,0,0,28,50.3485,-122.48,JOFF,On trail,0.6,3,1567,33.69127773,0.6893,220,2021,7.857142857,17.9,2021-06-02,2021-06-29,4605,9.136904762,3132,19.70114943,61704,0,1970.114943,913.6904762,785.7142857,3.36729583
JOFF03,6,7,0,0,0,0,0,0,0,28,50.3688,-122.499,JOFF,On trail,0.74,3.21,1229,2110.26608,0.52095,208,2020,7.428571429,88.25,2020-09-23,2020-10-20,356,0.741666667,1448,1.133977901,1642,0,113.3977901,74.1666667,742.8571429,3.36729583
JOFF03,7,3,0,0,1,0,0,0,0,28,50.3688,-122.499,JOFF,On trail,0.74,3.21,1229,2110.26608,0.52095,208,2020,7.428571429,88.25,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,742.8571429,3.36729583
JOFF03,8,5,0,0,0,0,0,0,0,28,50.3688,-122.499,JOFF,On trail,0.74,3.21,1229,2110.26608,0.52095,208,2020,7.428571429,88.25,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,742.8571429,3.36729583
JOFF03,9,0,0,0,0,0,0,0,0,28,50.3688,-122.499,JOFF,On trail,0.74,3.21,1229,2110.26608,0.52095,208,2020,7.428571429,88.25,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,742.8571429,3.36729583
JOFF03,10,0,0,0,0,0,0,0,0,28,50.3688,-122.499,JOFF,On trail,0.74,3.21,1229,2110.26608,0.52095,208,2020,7.428571429,88.25,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,742.8571429,3.36729583
JOFF03,11,0,0,0,0,0,0,0,0,28,50.3688,-122.499,JOFF,On trail,0.74,3.21,1229,2110.26608,0.52095,208,2020,7.428571429,88.25,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,742.8571429,3.36729583
JOFF03,12,0,0,0,0,0,0,0,0,28,50.3688,-122.499,JOFF,On trail,0.74,3.21,1229,2110.26608,0.52095,208,2020,7.428571429,88.25,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,742.8571429,3.36729583
JOFF03,13,0,0,0,0,0,0,0,0,28,50.3688,-122.499,JOFF,On trail,0.74,3.21,1229,2110.26608,0.52095,208,2020,7.428571429,88.25,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,742.8571429,3.36729583
GARI10,28,1,0,0,0,0,0,0,0,28,49.9457,-123.066,GARI,On trail,1.79,6,1459,567.9515878,0.2411,202,2022,7.214285714,68.21,2022-06-01,2022-06-28,8438,14.35034014,2303,36.80937907,84772,0,3680.937907,1435.034014,721.4285714,3.36729583
GARI07,15,0,0,1,0,0,0,0,1,28,49.9597,-123.049,GARI,On trail,0.8,NA,1681,1117.531192,0.377,162,2021,5.785714286,38.37,2021-06-02,2021-06-29,11702,19.90136054,3599,32.08446791,115472,0,3208.446791,1990.136054,578.5714286,3.36729583
JOFF09,4,0,0,0,0,0,3,0,0,23,50.356,-122.488,JOFF,On trail,0.56,1.24,1408,495.7989636,0.7878,113,2020,4.913043478,73.14,2020-07-29,2020-08-25,647,1.684895833,1448,1.133977901,1642,0,113.3977901,168.4895833,491.3043478,3.17805383
JOFF15,4,0,0,0,0,0,1,0,0,22,50.3607,-122.492,JOFF,On trail,1.6,0,1318,1084.06439,0.853466667,108,2020,4.909090909,97.75,2020-07-29,2020-08-25,647,1.684895833,1448,1.133977901,1642,0,113.3977901,168.4895833,490.9090909,3.135494216
JOFF15,5,0,1,0,0,0,1,0,0,28,50.3607,-122.492,JOFF,On trail,1.6,0,1318,1084.06439,0.8272,124,2020,4.428571429,97.75,2020-08-26,2020-09-22,555,1.165966387,1448,1.133977901,1642,0,113.3977901,116.5966387,442.8571429,3.36729583
JOFF09,5,0,1,0,0,0,1,0,0,28,50.356,-122.488,JOFF,On trail,0.56,1.24,1408,495.7989636,0.7315,119,2020,4.25,73.14,2020-08-26,2020-09-22,555,1.165966387,1448,1.133977901,1642,0,113.3977901,116.5966387,425,3.36729583
JOFF06,4,0,0,0,0,0,3,0,0,23,50.3485,-122.48,JOFF,On trail,0.6,3,1567,33.69127773,0.7098,81,2020,3.52173913,17.9,2020-07-29,2020-08-25,647,1.684895833,1448,1.133977901,1642,0,113.3977901,168.4895833,352.173913,3.17805383
JOFF16,31,0,0,0,0,0,0,0,0,1,50.3659,-122.491,JOFF,Off trail,1.4,4,1231,1570.123781,0.80075,3,2022,3,79.67,2022-08-24,2022-09-20,5071,123.6829268,1988,31.71881288,63057,408.1976608,3171.881288,12368.29268,300,0.693147181
JOFF15,6,0,0,2,0,0,0,0,0,28,50.3607,-122.492,JOFF,On trail,1.6,0,1318,1084.06439,0.4666,65,2020,2.321428571,97.75,2020-09-23,2020-10-20,356,0.741666667,1448,1.133977901,1642,0,113.3977901,74.1666667,232.1428571,3.36729583
JOFF15,7,1,0,0,0,0,0,0,0,28,50.3607,-122.492,JOFF,On trail,1.6,0,1318,1084.06439,0.4666,65,2020,2.321428571,97.75,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,232.1428571,3.36729583
JOFF15,8,3,0,0,0,0,0,0,0,28,50.3607,-122.492,JOFF,On trail,1.6,0,1318,1084.06439,0.4666,65,2020,2.321428571,97.75,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,232.1428571,3.36729583
JOFF04,30,0,0,0,0,0,0,1,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.61375,59,2022,2.107142857,77.57,2022-07-27,2022-08-23,22467,47.70063694,1988,31.71881288,63057,0,3171.881288,4770.063694,210.7142857,3.36729583
JOFF11,31,0,0,0,0,0,0,0,0,1,50.3651,-122.503,JOFF,Off trail,0.8,0,1253,1952.508015,0.79045,2,2022,2,85.9,2022-08-24,2022-09-20,5071,123.6829268,1988,31.71881288,63057,238.4830535,3171.881288,12368.29268,200,0.693147181
JOFF18,31,0,0,0,0,0,0,0,0,1,50.3702,-122.494,JOFF,Off trail,1,0,1292,2092.538595,0.81425,2,2022,2,68.21,2022-08-24,2022-09-20,5071,123.6829268,1988,31.71881288,63057,339.2540192,3171.881288,12368.29268,200,0.693147181
JOFF19,31,0,0,0,0,0,0,0,0,1,50.3621,-122.504,JOFF,Off trail,0.7,3.5,1364,1767.364394,0.8081,2,2022,2,91.49,2022-08-24,2022-09-20,5071,123.6829268,1988,31.71881288,63057,461.1717115,3171.881288,12368.29268,200,0.693147181
JOFF09,6,0,1,0,0,0,0,0,0,28,50.356,-122.488,JOFF,On trail,0.56,1.24,1408,495.7989636,0.5671,56,2020,2,73.14,2020-09-23,2020-10-20,356,0.741666667,1448,1.133977901,1642,0,113.3977901,74.1666667,200,3.36729583
JOFF09,7,0,0,1,0,0,1,0,0,28,50.356,-122.488,JOFF,On trail,0.56,1.24,1408,495.7989636,0.5671,56,2020,2,73.14,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,200,3.36729583
JOFF09,8,0,0,0,0,0,1,0,0,28,50.356,-122.488,JOFF,On trail,0.56,1.24,1408,495.7989636,0.5671,56,2020,2,73.14,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,200,3.36729583
GARI17,22,0,0,0,0,0,0,0,0,28,49.9546,-123.107,GARI,On trail,0,4.14,796,2960.411133,-0.0014,54,2021,1.928571429,73.94,2021-12-15,2022-01-11,78,0.132653061,3599,32.08446791,115472,0,3208.446791,13.2653061,192.8571429,3.36729583
GARI17,23,2,0,1,0,0,0,0,0,28,49.9546,-123.107,GARI,On trail,0,4.14,796,2960.411133,-0.0014,54,2021,1.928571429,73.94,2021-12-15,2022-01-11,78,0.132653061,NA,32.08446791,115472,0,3208.446791,13.2653061,192.8571429,3.36729583
GARI17,24,0,0,0,0,2,0,0,0,28,49.9546,-123.107,GARI,On trail,0,4.14,796,2960.411133,-0.0014,54,2021,1.928571429,73.94,2021-12-15,2022-01-11,78,0.132653061,NA,32.08446791,115472,0,3208.446791,13.2653061,192.8571429,3.36729583
GARI17,25,0,0,3,0,8,1,0,0,28,49.9546,-123.107,GARI,On trail,0,4.14,796,2960.411133,-0.0014,54,2021,1.928571429,73.94,2021-12-15,2022-01-11,78,0.132653061,NA,32.08446791,115472,0,3208.446791,13.2653061,192.8571429,3.36729583
GARI17,26,0,0,0,0,1,0,0,0,28,49.9546,-123.107,GARI,On trail,0,4.14,796,2960.411133,-0.0014,54,2021,1.928571429,73.94,2021-12-15,2022-01-11,78,0.132653061,NA,32.08446791,115472,0,3208.446791,13.2653061,192.8571429,3.36729583
JOFF03,14,0,0,0,0,0,1,0,0,28,50.3688,-122.499,JOFF,On trail,0.74,3.21,1229,2110.26608,0.6693,49,2021,1.75,88.25,2021-05-05,2021-06-01,181,0.359126984,3132,19.70114943,61704,0,1970.114943,35.9126984,175,3.36729583
JOFF15,14,0,0,0,0,0,0,0,0,28,50.3607,-122.492,JOFF,On trail,1.6,0,1318,1084.06439,0.60415,43,2021,1.535714286,97.75,2021-05-05,2021-06-01,181,0.359126984,3132,19.70114943,61704,0,1970.114943,35.9126984,153.5714286,3.36729583
JOFF09,14,0,0,0,0,0,0,0,0,28,50.356,-122.488,JOFF,On trail,0.56,1.24,1408,495.7989636,0.37995,41,2021,1.464285714,73.14,2021-05-05,2021-06-01,181,0.359126984,3132,19.70114943,61704,0,1970.114943,35.9126984,146.4285714,3.36729583
JOFF17,14,0,0,0,0,0,1,0,0,28,50.3646,-122.498,JOFF,On trail,0,NA,1220,1685.420318,0.58585,40,2021,1.428571429,91.49,2021-05-05,2021-06-01,181,0.359126984,3132,19.70114943,61704,0,1970.114943,35.9126984,142.8571429,3.36729583
JOFF17,6,0,0,1,0,0,0,0,0,4,50.3646,-122.498,JOFF,On trail,0,NA,1220,1685.420318,0.5401,5,2020,1.25,91.49,2020-09-23,2020-10-20,356,0.741666667,1448,1.133977901,1642,0,113.3977901,74.1666667,125,1.609437912
JOFF17,7,0,0,0,0,0,0,0,0,28,50.3646,-122.498,JOFF,On trail,0,NA,1220,1685.420318,0.5401,5,2020,1.25,91.49,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,125,3.36729583
JOFF17,8,1,0,0,0,0,0,0,0,28,50.3646,-122.498,JOFF,On trail,0,NA,1220,1685.420318,0.5401,5,2020,1.25,91.49,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,125,3.36729583
JOFF17,9,0,0,0,0,0,0,0,0,28,50.3646,-122.498,JOFF,On trail,0,NA,1220,1685.420318,0.5401,5,2020,1.25,91.49,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,125,3.36729583
JOFF17,10,0,0,0,0,0,0,0,0,28,50.3646,-122.498,JOFF,On trail,0,NA,1220,1685.420318,0.5401,5,2020,1.25,91.49,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,125,3.36729583
JOFF17,11,0,0,0,0,0,0,0,0,28,50.3646,-122.498,JOFF,On trail,0,NA,1220,1685.420318,0.5401,5,2020,1.25,91.49,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,125,3.36729583
JOFF17,12,0,0,0,1,0,0,0,0,28,50.3646,-122.498,JOFF,On trail,0,NA,1220,1685.420318,0.5401,5,2020,1.25,91.49,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,125,3.36729583
JOFF17,13,1,0,0,0,0,0,0,0,28,50.3646,-122.498,JOFF,On trail,0,NA,1220,1685.420318,0.5401,5,2020,1.25,91.49,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,0,113.3977901,74.1666667,125,3.36729583
JOFF04,29,0,0,0,0,0,0,3,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.355966667,31,2022,1.107142857,77.57,2022-06-29,2022-07-26,23255,46.14087302,1988,31.71881288,63057,0,3171.881288,4614.087302,110.7142857,3.36729583
JOFF09,9,0,0,0,0,0,0,0,0,28,50.356,-122.488,JOFF,On trail,0.56,1.24,1408,495.7989636,0.028666667,29,2020,1.035714286,73.14,2020-12-16,2021-01-12,54,0.107142857,1448,1.133977901,1642,0,113.3977901,10.7142857,103.5714286,3.36729583
JOFF09,10,0,0,0,0,0,0,0,0,28,50.356,-122.488,JOFF,On trail,0.56,1.24,1408,495.7989636,0.028666667,29,2020,1.035714286,73.14,2020-12-16,2021-01-12,54,0.107142857,NA,1.133977901,1642,0,113.3977901,10.7142857,103.5714286,3.36729583
JOFF09,11,1,0,0,1,0,0,0,0,28,50.356,-122.488,JOFF,On trail,0.56,1.24,1408,495.7989636,0.028666667,29,2020,1.035714286,73.14,2020-12-16,2021-01-12,54,0.107142857,NA,1.133977901,1642,0,113.3977901,10.7142857,103.5714286,3.36729583
JOFF09,12,7,0,0,0,0,0,0,0,28,50.356,-122.488,JOFF,On trail,0.56,1.24,1408,495.7989636,0.028666667,29,2020,1.035714286,73.14,2020-12-16,2021-01-12,54,0.107142857,NA,1.133977901,1642,0,113.3977901,10.7142857,103.5714286,3.36729583
JOFF09,13,1,0,0,0,0,0,0,0,28,50.356,-122.488,JOFF,On trail,0.56,1.24,1408,495.7989636,0.028666667,29,2020,1.035714286,73.14,2020-12-16,2021-01-12,54,0.107142857,NA,1.133977901,1642,0,113.3977901,10.7142857,103.5714286,3.36729583
JOFF04,18,0,0,0,0,0,0,6,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.57445,27,2021,0.964285714,77.57,2021-08-25,2021-09-21,13180,26.15079365,3132,19.70114943,61704,0,1970.114943,2615.079365,96.4285714,3.36729583
JOFF15,9,0,0,0,0,0,0,0,0,28,50.3607,-122.492,JOFF,On trail,1.6,0,1318,1084.06439,0.012433333,25,2020,0.892857143,97.75,2020-12-16,2021-01-12,54,0.107142857,1448,1.133977901,1642,0,113.3977901,10.7142857,89.2857143,3.36729583
JOFF15,10,0,0,0,0,0,0,0,0,28,50.3607,-122.492,JOFF,On trail,1.6,0,1318,1084.06439,0.012433333,25,2020,0.892857143,97.75,2020-12-16,2021-01-12,54,0.107142857,NA,1.133977901,1642,0,113.3977901,10.7142857,89.2857143,3.36729583
JOFF15,11,0,0,0,0,0,0,0,0,28,50.3607,-122.492,JOFF,On trail,1.6,0,1318,1084.06439,0.012433333,25,2020,0.892857143,97.75,2020-12-16,2021-01-12,54,0.107142857,NA,1.133977901,1642,0,113.3977901,10.7142857,89.2857143,3.36729583
JOFF15,12,0,0,0,0,0,0,0,0,28,50.3607,-122.492,JOFF,On trail,1.6,0,1318,1084.06439,0.012433333,25,2020,0.892857143,97.75,2020-12-16,2021-01-12,54,0.107142857,NA,1.133977901,1642,0,113.3977901,10.7142857,89.2857143,3.36729583
JOFF15,13,0,0,0,0,0,0,0,0,28,50.3607,-122.492,JOFF,On trail,1.6,0,1318,1084.06439,0.012433333,25,2020,0.892857143,97.75,2020-12-16,2021-01-12,54,0.107142857,NA,1.133977901,1642,0,113.3977901,10.7142857,89.2857143,3.36729583
GARI18,22,1,0,0,0,0,0,0,0,28,49.9488,-123.101,GARI,On trail,0.63,NA,890,3092.525965,0.00725,24,2021,0.857142857,87.28,2021-12-15,2022-01-11,78,0.132653061,3599,32.08446791,115472,0,3208.446791,13.2653061,85.7142857,3.36729583
GARI18,23,2,0,0,0,0,0,0,0,28,49.9488,-123.101,GARI,On trail,0.63,NA,890,3092.525965,0.00725,24,2021,0.857142857,87.28,2021-12-15,2022-01-11,78,0.132653061,NA,32.08446791,115472,0,3208.446791,13.2653061,85.7142857,3.36729583
GARI18,24,0,0,0,0,0,0,0,0,28,49.9488,-123.101,GARI,On trail,0.63,NA,890,3092.525965,0.00725,24,2021,0.857142857,87.28,2021-12-15,2022-01-11,78,0.132653061,NA,32.08446791,115472,0,3208.446791,13.2653061,85.7142857,3.36729583
GARI18,25,0,0,0,0,0,0,0,0,28,49.9488,-123.101,GARI,On trail,0.63,NA,890,3092.525965,0.00725,24,2021,0.857142857,87.28,2021-12-15,2022-01-11,78,0.132653061,NA,32.08446791,115472,0,3208.446791,13.2653061,85.7142857,3.36729583
GARI18,26,0,0,0,0,0,0,0,0,28,49.9488,-123.101,GARI,On trail,0.63,NA,890,3092.525965,0.00725,24,2021,0.857142857,87.28,2021-12-15,2022-01-11,78,0.132653061,NA,32.08446791,115472,0,3208.446791,13.2653061,85.7142857,3.36729583
JOFF06,5,0,0,0,0,0,0,0,0,28,50.3485,-122.48,JOFF,On trail,0.6,3,1567,33.69127773,0.73,24,2020,0.857142857,17.9,2020-08-26,2020-09-22,555,1.165966387,1448,1.133977901,1642,0,113.3977901,116.5966387,85.7142857,3.36729583
JOFF04,16,0,0,0,0,0,0,4,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.563933333,18,2021,0.642857143,77.57,2021-06-30,2021-07-27,17240,34.20634921,3132,19.70114943,61704,0,1970.114943,3420.634921,64.2857143,3.36729583
JOFF02,30,0,0,0,0,0,0,5,0,28,50.3296,-122.493,JOFF,On trail,0.38,1.54,2013,1913.144391,0.1223,17,2022,0.607142857,0,2022-07-27,2022-08-23,22467,47.70063694,1988,31.71881288,63057,0,3171.881288,4770.063694,60.7142857,3.36729583
JOFF14,30,0,0,0,0,0,2,0,0,28,50.336,-122.489,JOFF,On trail,1.75,4,1789,1172.264246,0.4387,17,2022,0.607142857,0,2022-07-27,2022-08-23,22467,47.70063694,1988,31.71881288,63057,0,3171.881288,4770.063694,60.7142857,3.36729583
GARI09,4,5,0,0,0,0,0,0,0,21,49.9407,-123.056,GARI,Off trail,0.7,3,1478,40.32785398,0.796266667,12,2020,0.571428571,84.6,2020-07-29,2020-08-25,24807,59.06428571,1525,39.11016393,59643,450.0068852,3911.016393,5906.428571,57.1428571,3.091042453
GARI09,6,13,2,0,0,0,0,0,0,28,49.9407,-123.056,GARI,Off trail,0.7,3,1478,40.32785398,0.5305,16,2020,0.571428571,84.6,2020-09-23,2020-10-20,15608,29.4490566,1525,39.11016393,59643,450.0068852,3911.016393,2944.90566,57.1428571,3.36729583
GARI09,7,12,0,0,0,0,0,0,0,28,49.9407,-123.056,GARI,Off trail,0.7,3,1478,40.32785398,0.5305,16,2020,0.571428571,84.6,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,450.0068852,3911.016393,2944.90566,57.1428571,3.36729583
GARI09,8,0,0,0,0,0,0,0,0,28,49.9407,-123.056,GARI,Off trail,0.7,3,1478,40.32785398,0.5305,16,2020,0.571428571,84.6,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,450.0068852,3911.016393,2944.90566,57.1428571,3.36729583
GARI09,9,0,0,0,0,0,0,0,0,28,49.9407,-123.056,GARI,Off trail,0.7,3,1478,40.32785398,0.5305,16,2020,0.571428571,84.6,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,450.0068852,3911.016393,2944.90566,57.1428571,3.36729583
GARI09,10,0,0,0,0,0,0,0,0,28,49.9407,-123.056,GARI,Off trail,0.7,3,1478,40.32785398,0.5305,16,2020,0.571428571,84.6,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,450.0068852,3911.016393,2944.90566,57.1428571,3.36729583
GARI09,11,0,0,0,0,0,0,0,0,28,49.9407,-123.056,GARI,Off trail,0.7,3,1478,40.32785398,0.5305,16,2020,0.571428571,84.6,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,450.0068852,3911.016393,2944.90566,57.1428571,3.36729583
GARI09,12,0,0,0,0,0,0,0,0,28,49.9407,-123.056,GARI,Off trail,0.7,3,1478,40.32785398,0.5305,16,2020,0.571428571,84.6,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,450.0068852,3911.016393,2944.90566,57.1428571,3.36729583
GARI09,13,0,0,0,0,0,0,0,0,28,49.9407,-123.056,GARI,Off trail,0.7,3,1478,40.32785398,0.5305,16,2020,0.571428571,84.6,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,450.0068852,3911.016393,2944.90566,57.1428571,3.36729583
GARI09,14,0,0,0,0,0,0,0,0,28,49.9407,-123.056,GARI,Off trail,0.7,3,1478,40.32785398,0.5305,16,2020,0.571428571,84.6,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,450.0068852,3911.016393,2944.90566,57.1428571,3.36729583
GARI09,15,0,0,0,0,0,0,0,0,28,49.9407,-123.056,GARI,Off trail,0.7,3,1478,40.32785398,0.5305,16,2020,0.571428571,84.6,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,450.0068852,3911.016393,2944.90566,57.1428571,3.36729583
JOFF04,17,0,0,0,0,0,0,0,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.614,16,2021,0.571428571,77.57,2021-07-28,2021-08-24,13335,26.45833333,3132,19.70114943,61704,0,1970.114943,2645.833333,57.1428571,3.36729583
JOFF02,18,0,0,0,1,0,0,0,1,28,50.3296,-122.493,JOFF,On trail,0.38,1.54,2013,1913.144391,0.2139,14,2021,0.5,0,2021-08-25,2021-09-21,13180,26.15079365,3132,19.70114943,61704,0,1970.114943,2615.079365,50,3.36729583
GARI09,5,6,0,0,0,0,0,0,0,28,49.9407,-123.056,GARI,Off trail,0.7,3,1478,40.32785398,0.80105,13,2020,0.464285714,84.6,2020-08-26,2020-09-22,16215,35.63736264,1525,39.11016393,59643,450.0068852,3911.016393,3563.736264,46.4285714,3.36729583
JOFF14,29,0,0,0,0,0,0,0,0,28,50.336,-122.489,JOFF,On trail,1.75,4,1789,1172.264246,0.3224,13,2022,0.464285714,0,2022-06-29,2022-07-26,23255,46.14087302,1988,31.71881288,63057,0,3171.881288,4614.087302,46.4285714,3.36729583
JOFF02,16,0,0,0,0,0,0,1,0,28,50.3296,-122.493,JOFF,On trail,0.38,1.54,2013,1913.144391,0.194966667,13,2021,0.464285714,0,2021-06-30,2021-07-27,17240,34.20634921,3132,19.70114943,61704,0,1970.114943,3420.634921,46.4285714,3.36729583
JOFF04,19,0,0,0,0,0,1,0,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.11285,13,2021,0.464285714,77.57,2021-09-22,2021-10-19,11148,22.11904762,3132,19.70114943,61704,0,1970.114943,2211.904762,46.4285714,3.36729583
JOFF04,20,0,0,0,0,0,3,0,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.11285,13,2021,0.464285714,77.57,2021-09-22,2021-10-19,11148,22.11904762,NA,19.70114943,61704,0,1970.114943,2211.904762,46.4285714,3.36729583
JOFF04,21,0,0,0,0,0,0,0,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.11285,13,2021,0.464285714,77.57,2021-09-22,2021-10-19,11148,22.11904762,NA,19.70114943,61704,0,1970.114943,2211.904762,46.4285714,3.36729583
JOFF04,22,0,0,0,0,0,0,0,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.11285,13,2021,0.464285714,77.57,2021-09-22,2021-10-19,11148,22.11904762,NA,19.70114943,61704,0,1970.114943,2211.904762,46.4285714,3.36729583
JOFF04,23,0,0,0,0,0,0,0,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.11285,13,2021,0.464285714,77.57,2021-09-22,2021-10-19,11148,22.11904762,NA,19.70114943,61704,0,1970.114943,2211.904762,46.4285714,3.36729583
JOFF04,24,0,0,0,0,0,0,0,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.11285,13,2021,0.464285714,77.57,2021-09-22,2021-10-19,11148,22.11904762,NA,19.70114943,61704,0,1970.114943,2211.904762,46.4285714,3.36729583
JOFF04,25,0,0,0,0,0,0,0,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.11285,13,2021,0.464285714,77.57,2021-09-22,2021-10-19,11148,22.11904762,NA,19.70114943,61704,0,1970.114943,2211.904762,46.4285714,3.36729583
JOFF04,26,0,0,0,0,0,0,0,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.11285,13,2021,0.464285714,77.57,2021-09-22,2021-10-19,11148,22.11904762,NA,19.70114943,61704,0,1970.114943,2211.904762,46.4285714,3.36729583
JOFF04,27,0,0,0,0,0,0,0,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.11285,13,2021,0.464285714,77.57,2021-09-22,2021-10-19,11148,22.11904762,NA,19.70114943,61704,0,1970.114943,2211.904762,46.4285714,3.36729583
